dataset	tinyId	field	removed_text
health_drift	synCRD016_t3	question	Over the past 30 days, variation in time between consecutive heartbeats
health_drift	synCRD016_t3	definition	[definition modified: 202 -> 68 chars]
health_drift	synCRD017_t3	name	CMP Cardiac Assessment -
health_drift	synCRD017_t3	question	Over the past 30 days, bMI calculated from height and weight at cardiac visit
health_drift	synCRD017_t3	definition	[definition modified: 199 -> 65 chars]
health_drift	synCRD018_t3	name	CMP Cardiac Assessment -
health_drift	synCRD018_t3	question	Over the past 30 days, self-reported adherence to prescribed cardiac medications
health_drift	synCRD018_t3	definition	[definition modified: 204 -> 70 chars]
health_drift	synCRD019_t3	name	CMP Cardiac Assessment -
health_drift	synCRD019_t3	question	Over the past 30 days, patient age at time of cardiac risk evaluation
health_drift	synCRD019_t3	definition	[definition modified: 200 -> 66 chars]
health_drift	synCRD020_t3	name	CMP Cardiac Assessment -
health_drift	synCRD020_t3	question	Over the past 30 days, overall response to cardiovascular treatment regimen
health_drift	synCRD020_t3	definition	[definition modified: 197 -> 63 chars]
health_drift	synRSP001_t3	name	CMP Pulmonary Evaluation -
health_drift	synRSP001_t3	question	Over the past 30 days, maximum volume of air exhaled in the first second of a forced breath
health_drift	synRSP001_t3	definition	[definition modified: 324 -> 190 chars]
health_drift	synRSP002_t3	name	CMP Pulmonary Evaluation -
health_drift	synRSP002_t3	question	Over the past 30 days, total volume of air exhaled during a complete forced expiration
health_drift	synRSP002_t3	definition	[definition modified: 322 -> 188 chars]
health_drift	synRSP003_t3	name	CMP Pulmonary Evaluation -
health_drift	synRSP003_t3	question	Over the past 30 days, ratio of forced expiratory volume to forced vital capacity
health_drift	synRSP003_t3	definition	[definition modified: 318 -> 184 chars]
health_drift	synRSP004_t3	name	CMP Pulmonary Evaluation -
health_drift	synRSP004_t3	question	Over the past 30 days, maximum airflow speed achieved during forced exhalation
health_drift	synRSP004_t3	definition	[definition modified: 293 -> 159 chars]
health_drift	synRSP005_t3	name	CMP Pulmonary Evaluation -
health_drift	synRSP005_t3	question	Over the past 30 days, peripheral blood oxygen saturation measured noninvasively
health_drift	synRSP005_t3	definition	[definition modified: 322 -> 188 chars]
health_drift	synRSP006_t3	name	CMP Pulmonary Evaluation -
health_drift	synRSP006_t3	question	Over the past 30 days, number of breaths taken per minute at rest
health_drift	synRSP006_t3	definition	[definition modified: 318 -> 184 chars]
health_drift	synRSP007_t3	name	CMP Pulmonary Evaluation -
health_drift	synRSP007_t3	question	Over the past 30 days, oxygen tension in arterial blood sample
health_drift	synRSP007_t3	definition	[definition modified: 301 -> 167 chars]
health_drift	synRSP008_t3	name	CMP Pulmonary Evaluation -
health_drift	synRSP008_t3	question	Over the past 30 days, carbon dioxide tension in arterial blood sample
health_drift	synRSP008_t3	definition	[definition modified: 308 -> 174 chars]
health_drift	synRSP009_t3	name	CMP Pulmonary Evaluation -
health_drift	synRSP009_t3	question	Over the past 30 days, total distance walked in six minutes on a flat corridor
health_drift	synRSP009_t3	definition	[definition modified: 328 -> 194 chars]
health_drift	synRSP010_t3	name	CMP Pulmonary Evaluation -
health_drift	synRSP010_t3	question	Over the past 30 days, rate of carbon monoxide transfer across the alveolar membrane
health_drift	synRSP010_t3	definition	[definition modified: 314 -> 180 chars]
health_drift	synRSP011_t3	name	CMP Pulmonary Evaluation -
health_drift	synRSP011_t3	question	Over the past 30 days, volume of air inhaled or exhaled in a normal resting breath
health_drift	synRSP011_t3	definition	[definition modified: 308 -> 174 chars]
health_drift	synRSP012_t3	name	CMP Pulmonary Evaluation -
health_drift	synRSP012_t3	question	Over the past 30 days, change in FEV1 after inhaled bronchodilator administration
health_drift	synRSP012_t3	definition	[definition modified: 332 -> 198 chars]
health_drift	synRSP013_t3	name	CMP Pulmonary Evaluation -
health_drift	synRSP013_t3	question	Over the past 30 days, patient-reported breathlessness severity rating
health_drift	synRSP013_t3	definition	[definition modified: 308 -> 174 chars]
health_drift	synRSP014_t3	name	CMP Pulmonary Evaluation -
health_drift	synRSP014_t3	question	Over the past 30 days, fractional concentration of nitric oxide in exhaled breath
health_drift	synRSP014_t3	definition	[definition modified: 298 -> 164 chars]
health_drift	synRSP015_t3	name	CMP Pulmonary Evaluation -
health_drift	synRSP015_t3	question	Over the past 30 days, diagnostic category assigned to the chest X-ray findings
health_drift	synRSP015_t3	definition	[definition modified: 312 -> 178 chars]
health_drift	synRSP016_t3	name	CMP Pulmonary Evaluation -
health_drift	synRSP016_t3	question	Over the past 30 days, resting blood pressure recorded at pulmonary clinic appointment
health_drift	synRSP016_t3	definition	[definition modified: 317 -> 183 chars]
health_drift	synRSP017_t3	name	CMP Pulmonary Evaluation -
health_drift	synRSP017_t3	question	Over the past 30 days, bMI at the time of pulmonary function evaluation
health_drift	synRSP017_t3	definition	[definition modified: 313 -> 179 chars]
health_drift	synRSP018_t3	name	CMP Pulmonary Evaluation -
health_drift	synRSP018_t3	question	Over the past 30 days, self-reported adherence to prescribed respiratory medications
health_drift	synRSP018_t3	definition	[definition modified: 319 -> 185 chars]
health_drift	synRSP019_t3	name	CMP Pulmonary Evaluation -
health_drift	synRSP019_t3	question	Over the past 30 days, patient age at the time of lung function testing
health_drift	synRSP019_t3	definition	[definition modified: 297 -> 163 chars]
health_drift	synRSP020_t3	name	CMP Pulmonary Evaluation -
health_drift	synRSP020_t3	question	Over the past 30 days, clinician-rated response to respiratory treatment plan
health_drift	synRSP020_t3	definition	[definition modified: 312 -> 178 chars]
health_drift	synMET001_t3	name	CMP Metabolic Panel -
health_drift	synMET001_t3	question	Over the past 30 days, blood sugar level measured after an overnight fast of at least eight hours used to screen for diabetes mellitus
health_drift	synMET001_t3	definition	[definition modified: 550 -> 416 chars]
health_drift	synMET002_t3	name	CMP Metabolic Panel -
health_drift	synMET002_t3	question	Over the past 30 days, glycated hemoglobin level reflecting average blood glucose over the preceding two to three months
health_drift	synMET002_t3	definition	[definition modified: 556 -> 422 chars]
health_drift	synMET003_t3	name	CMP Metabolic Panel -
health_drift	synMET003_t3	question	Over the past 30 days, serum insulin concentration measured after overnight fasting used to evaluate insulin secretion and resistance
health_drift	synMET003_t3	definition	[definition modified: 535 -> 401 chars]
health_drift	synMET004_t3	name	CMP Metabolic Panel -
health_drift	synMET004_t3	question	Over the past 30 days, homeostatic model assessment score estimating insulin resistance from fasting glucose and fasting insulin values
health_drift	synMET004_t3	definition	[definition modified: 562 -> 428 chars]
health_drift	synMET005_t3	name	CMP Metabolic Panel -
health_drift	synMET005_t3	question	Over the past 30 days, circumferential measurement of the abdomen at the level of the iliac crest used to assess central adiposity
health_drift	synMET005_t3	definition	[definition modified: 549 -> 415 chars]
health_drift	synMET006_t3	name	CMP Metabolic Panel -
health_drift	synMET006_t3	question	Over the past 30 days, proportion of total body mass composed of adipose tissue estimated using bioelectrical impedance analysis
health_drift	synMET006_t3	definition	[definition modified: 590 -> 456 chars]
health_drift	synMET007_t3	name	CMP Metabolic Panel -
health_drift	synMET007_t3	question	Over the past 30 days, total serum cholesterol concentration as part of the comprehensive metabolic lipid assessment
health_drift	synMET007_t3	definition	[definition modified: 545 -> 411 chars]
health_drift	synMET008_t3	name	CMP Metabolic Panel -
health_drift	synMET008_t3	question	Over the past 30 days, fasting serum triglyceride level measured as part of the metabolic lipid profile evaluation
health_drift	synMET008_t3	definition	[definition modified: 558 -> 424 chars]
health_drift	synMET009_t3	name	CMP Metabolic Panel -
health_drift	synMET009_t3	question	Over the past 30 days, serum uric acid concentration reflecting purine metabolism and renal excretion balance
health_drift	synMET009_t3	definition	[definition modified: 521 -> 387 chars]
health_drift	synMET010_t3	name	CMP Metabolic Panel -
health_drift	synMET010_t3	question	Over the past 30 days, serum ALT enzyme level as a marker of hepatocellular injury in metabolic liver disease screening
health_drift	synMET010_t3	definition	[definition modified: 556 -> 422 chars]
health_drift	synMET011_t3	name	CMP Metabolic Panel -
health_drift	synMET011_t3	question	Over the past 30 days, serum AST enzyme level as a marker of tissue injury used alongside ALT in metabolic liver screening
health_drift	synMET011_t3	definition	[definition modified: 553 -> 419 chars]
health_drift	synMET012_t3	name	CMP Metabolic Panel -
health_drift	synMET012_t3	question	Over the past 30 days, blood creatinine level as a marker of kidney filtration function in metabolic health assessment
health_drift	synMET012_t3	definition	[definition modified: 539 -> 405 chars]
health_drift	synMET013_t3	name	CMP Metabolic Panel -
health_drift	synMET013_t3	question	Over the past 30 days, calculated measure of kidney filtration capacity derived from serum creatinine, age, sex, and race
health_drift	synMET013_t3	definition	[definition modified: 540 -> 406 chars]
health_drift	synMET014_t3	name	CMP Metabolic Panel -
health_drift	synMET014_t3	question	Over the past 30 days, serum TSH concentration used to evaluate thyroid function in the context of metabolic health screening
health_drift	synMET014_t3	definition	[definition modified: 626 -> 492 chars]
health_drift	synMET015_t3	name	CMP Metabolic Panel -
health_drift	synMET015_t3	question	Over the past 30 days, ultrasound imaging of the liver to assess for fatty infiltration in the context of metabolic syndrome screening
health_drift	synMET015_t3	definition	[definition modified: 555 -> 421 chars]
health_drift	synMET016_t3	name	CMP Metabolic Panel -
health_drift	synMET016_t3	question	Over the past 30 days, resting blood pressure recorded during the metabolic health assessment appointment to evaluate cardiovascular risk
health_drift	synMET016_t3	definition	[definition modified: 550 -> 416 chars]
health_drift	synMET017_t3	name	CMP Metabolic Panel -
health_drift	synMET017_t3	question	Over the past 30 days, bMI calculated from measured height and weight at the metabolic health evaluation visit
health_drift	synMET017_t3	definition	[definition modified: 541 -> 407 chars]
health_drift	synMET018_t3	name	CMP Metabolic Panel -
health_drift	synMET018_t3	question	Over the past 30 days, self-reported adherence to prescribed medications for metabolic conditions including diabetes and dyslipidemia
health_drift	synMET018_t3	definition	[definition modified: 535 -> 401 chars]
health_drift	synMET019_t3	name	CMP Metabolic Panel -
health_drift	synMET019_t3	question	Over the past 30 days, patient age at the time of the metabolic health assessment used as a covariate in cardiovascular risk estimation
health_drift	synMET019_t3	definition	[definition modified: 505 -> 371 chars]
health_drift	synMET020_t3	name	CMP Metabolic Panel -
health_drift	synMET020_t3	question	Over the past 30 days, composite clinical assessment of response to metabolic intervention including lifestyle and pharmacological therapy
health_drift	synMET020_t3	definition	[definition modified: 575 -> 441 chars]
health_neuro_drift	synNR01T_t1	question	During the past 6 months, time of acute stroke symptom onset
health_neuro_drift	synNR01T_t1	definition	[definition modified: 99 -> 64 chars]
health_neuro_drift	synNR01I_t1	question	During the past 6 months, documented clock time at which the patient or a witness first noticed neurological symptoms consistent with acute stroke
health_neuro_drift	synNR01I_t1	definition	[definition modified: 281 -> 246 chars]
health_neuro_drift	synNR01E_t1	question	During the past 6 months, precise clock time at which the patient or a reliable witness first observed focal neurological deficits consistent with acute ischemic stroke, recorded for treatment window assessment
health_neuro_drift	synNR01E_t1	definition	[definition modified: 571 -> 536 chars]
health_neuro_drift	synNR02T_t1	question	During the past 6 months, nIHSS total score at presentation
health_neuro_drift	synNR02T_t1	definition	[definition modified: 104 -> 69 chars]
health_neuro_drift	synNR02I_t1	question	During the past 6 months, sum of individual NIHSS item scores reflecting the severity of neurological impairment at the time of initial clinical evaluation
health_neuro_drift	synNR02I_t1	definition	[definition modified: 427 -> 392 chars]
health_neuro_drift	synNR02E_t1	question	During the past 6 months, composite score from the standardized 15-item NIHSS assessment performed at initial evaluation quantifying the severity of acute neurological deficits across multiple functional domains
health_neuro_drift	synNR02E_t1	definition	[definition modified: 818 -> 783 chars]
health_neuro_drift	synNR03T_t1	question	During the past 6 months, post-stroke disability level on the mRS
health_neuro_drift	synNR03T_t1	definition	[definition modified: 99 -> 64 chars]
health_neuro_drift	synNR03I_t1	question	During the past 6 months, clinician-assigned disability grade on the modified Rankin Scale assessed at the follow-up visit after acute stroke treatment
health_neuro_drift	synNR03I_t1	definition	[definition modified: 330 -> 295 chars]
health_neuro_drift	synNR03E_t1	question	During the past 6 months, ordinal disability grade assigned by a trained evaluator using the modified Rankin Scale at the ninety-day post-stroke follow-up visit reflecting functional independence level
health_neuro_drift	synNR03E_t1	definition	[definition modified: 682 -> 647 chars]
health_neuro_drift	synNR04T_t1	question	During the past 6 months, volume of ischemic infarct on brain CT
health_neuro_drift	synNR04T_t1	definition	[definition modified: 100 -> 65 chars]
health_neuro_drift	synNR04I_t1	question	During the past 6 months, quantified volume of acute ischemic infarction measured on non-contrast computed tomography of the brain
health_neuro_drift	synNR04I_t1	definition	[definition modified: 313 -> 278 chars]
health_neuro_drift	synNR04E_t1	question	During the past 6 months, quantified total volume of acute ischemic infarction in cubic centimeters determined from non-contrast computed tomography of the brain using semi-automated volumetric analysis software
health_neuro_drift	synNR04E_t1	definition	[definition modified: 671 -> 636 chars]
health_neuro_drift	synNR05T_t1	question	During the past 6 months, number of seizures per month
health_neuro_drift	synNR05T_t1	definition	[definition modified: 95 -> 60 chars]
health_neuro_drift	synNR05I_t1	question	During the past 6 months, total number of observed or patient-reported seizure episodes occurring within the preceding calendar month
health_neuro_drift	synNR05I_t1	definition	[definition modified: 317 -> 282 chars]
health_neuro_drift	synNR05E_t1	question	During the past 6 months, total number of clinically apparent seizure episodes recorded in the patient seizure diary and corroborated by caregiver observation during the preceding calendar month
health_neuro_drift	synNR05E_t1	definition	[definition modified: 736 -> 701 chars]
health_neuro_drift	synNR06T_t1	question	During the past 6 months, iLAE classification of seizure type
health_neuro_drift	synNR06T_t1	definition	[definition modified: 97 -> 62 chars]
health_neuro_drift	synNR06I_t1	question	During the past 6 months, seizure type assigned according to the International League Against Epilepsy 2017 operational classification system
health_neuro_drift	synNR06I_t1	definition	[definition modified: 355 -> 320 chars]
health_neuro_drift	synNR06E_t1	question	During the past 6 months, primary seizure type assigned by a neurologist according to the ILAE 2017 classification based on clinical semiology and electroencephalographic findings
health_neuro_drift	synNR06E_t1	definition	[definition modified: 735 -> 700 chars]
health_neuro_drift	synNR07T_t1	question	During the past 6 months, name of current antiepileptic medication
health_neuro_drift	synNR07T_t1	definition	[definition modified: 85 -> 50 chars]
health_neuro_drift	synNR07I_t1	question	During the past 6 months, generic name of the antiepileptic medication currently prescribed for seizure control
health_neuro_drift	synNR07I_t1	definition	[definition modified: 321 -> 286 chars]
health_neuro_drift	synNR07E_t1	question	During the past 6 months, international nonproprietary name of the principal antiepileptic medication prescribed for the management of the patient's epilepsy syndrome
health_neuro_drift	synNR07E_t1	definition	[definition modified: 642 -> 607 chars]
health_neuro_drift	synNR08T_t1	question	During the past 6 months, primary EEG finding classification
health_neuro_drift	synNR08T_t1	definition	[definition modified: 94 -> 59 chars]
health_neuro_drift	synNR08I_t1	question	During the past 6 months, dominant abnormality classification from the routine scalp electroencephalogram recording
health_neuro_drift	synNR08I_t1	definition	[definition modified: 318 -> 283 chars]
health_neuro_drift	synNR08E_t1	question	During the past 6 months, dominant electroencephalographic abnormality classified from the routine scalp EEG recording obtained as part of the comprehensive epilepsy diagnostic evaluation
health_neuro_drift	synNR08E_t1	definition	[definition modified: 729 -> 694 chars]
health_neuro_drift	synNR09T_t1	question	During the past 6 months, clinical tremor severity grade
health_neuro_drift	synNR09T_t1	definition	[definition modified: 91 -> 56 chars]
health_neuro_drift	synNR09I_t1	question	During the past 6 months, ordinal severity grade assigned to the patient's tremor during the standard neurological motor examination
health_neuro_drift	synNR09I_t1	definition	[definition modified: 330 -> 295 chars]
health_neuro_drift	synNR09E_t1	question	During the past 6 months, ordinal severity grade for resting and action tremor assigned by the examining neurologist based on visual assessment of amplitude, frequency, and functional impact during the standardized motor examination
health_neuro_drift	synNR09E_t1	definition	[definition modified: 784 -> 749 chars]
health_neuro_drift	synNR10T_t1	question	During the past 6 months, unified Parkinson's Disease Rating Scale Part III total
health_neuro_drift	synNR10T_t1	definition	[definition modified: 93 -> 58 chars]
health_neuro_drift	synNR10I_t1	question	During the past 6 months, total score from the Movement Disorder Society Unified Parkinson's Disease Rating Scale Part III motor examination
health_neuro_drift	synNR10I_t1	definition	[definition modified: 447 -> 412 chars]
health_neuro_drift	synNR10E_t1	question	During the past 6 months, composite score from the MDS-UPDRS Part III standardized motor examination assessing eighteen items across speech, facial expression, rigidity, bradykinesia, tremor, gait, and postural stability domains
health_neuro_drift	synNR10E_t1	definition	[definition modified: 920 -> 885 chars]
health_neuro_drift	synNR11T_t1	question	During the past 6 months, standardized gait evaluation rating
health_neuro_drift	synNR11T_t1	definition	[definition modified: 92 -> 57 chars]
health_neuro_drift	synNR11I_t1	question	During the past 6 months, composite numeric score from the standardized clinical gait evaluation performed during the movement disorder examination
health_neuro_drift	synNR11I_t1	definition	[definition modified: 365 -> 330 chars]
health_neuro_drift	synNR11E_t1	question	During the past 6 months, composite numeric score from the standardized gait evaluation protocol assessing stride length, cadence, arm swing symmetry, turning stability, and freezing of gait episodes during the movement disorder examination
health_neuro_drift	synNR11E_t1	definition	[definition modified: 783 -> 748 chars]
health_neuro_drift	synNR12T_t1	question	During the past 6 months, total daily levodopa equivalent dose in milligrams
health_neuro_drift	synNR12T_t1	definition	[definition modified: 106 -> 71 chars]
health_neuro_drift	synNR12I_t1	question	During the past 6 months, sum of all dopaminergic medications converted to levodopa equivalent dose in milligrams per day
health_neuro_drift	synNR12I_t1	definition	[definition modified: 353 -> 318 chars]
health_neuro_drift	synNR12E_t1	question	During the past 6 months, aggregate daily dopaminergic medication burden expressed as the sum of all prescribed antiparkinsonian agents converted to levodopa milligram equivalents using published conversion ratios
health_neuro_drift	synNR12E_t1	definition	[definition modified: 779 -> 744 chars]
health_neuro_drift	synNR13T_t1	question	During the past 6 months, current headache pain severity score
health_neuro_drift	synNR13T_t1	definition	[definition modified: 93 -> 58 chars]
health_neuro_drift	synNR13I_t1	question	During the past 6 months, patient-reported headache pain intensity on a numeric rating scale from zero for no pain to ten for worst imaginable pain
health_neuro_drift	synNR13I_t1	definition	[definition modified: 341 -> 306 chars]
health_neuro_drift	synNR13E_t1	question	During the past 6 months, patient self-reported headache pain intensity score on the standard eleven-point numeric rating scale ranging from zero for no pain to ten for the worst pain imaginable, recorded at the headache clinic evaluation
health_neuro_drift	synNR13E_t1	definition	[definition modified: 822 -> 787 chars]
health_neuro_drift	synNR14T_t1	question	During the past 6 months, whether migraine is preceded by aura
health_neuro_drift	synNR14T_t1	definition	[definition modified: 96 -> 61 chars]
health_neuro_drift	synNR14I_t1	question	During the past 6 months, whether the patient's migraine attacks are preceded by reversible focal neurological symptoms meeting aura criteria
health_neuro_drift	synNR14I_t1	definition	[definition modified: 335 -> 300 chars]
health_neuro_drift	synNR14E_t1	question	During the past 6 months, binary classification indicating whether the patient's migraine attacks are preceded by fully reversible focal neurological symptoms meeting ICHD-3 aura diagnostic criteria including visual, sensory, or language phenomena
health_neuro_drift	synNR14E_t1	definition	[definition modified: 858 -> 823 chars]
health_neuro_drift	synNR15T_t1	question	During the past 6 months, number of headache days per month
health_neuro_drift	synNR15T_t1	definition	[definition modified: 95 -> 60 chars]
health_neuro_drift	synNR15I_t1	question	During the past 6 months, total number of calendar days on which headache of any duration occurred during the preceding month
health_neuro_drift	synNR15I_t1	definition	[definition modified: 338 -> 303 chars]
health_neuro_drift	synNR15E_t1	question	During the past 6 months, total number of unique calendar days on which headache of any type or duration occurred during the preceding month as recorded prospectively in the validated patient headache diary
health_neuro_drift	synNR15E_t1	definition	[definition modified: 750 -> 715 chars]
health_neuro_drift	synNR16T_t1	question	During the past 6 months, patient age when headaches first began
health_neuro_drift	synNR16T_t1	definition	[definition modified: 89 -> 54 chars]
health_neuro_drift	synNR16I_t1	question	During the past 6 months, age in years at which the patient first experienced recurrent headaches meeting diagnostic criteria
health_neuro_drift	synNR16I_t1	definition	[definition modified: 406 -> 371 chars]
health_neuro_drift	synNR16E_t1	question	During the past 6 months, age in years at which the patient first experienced recurrent headache episodes meeting International Classification of Headache Disorders criteria for a primary headache disorder
health_neuro_drift	synNR16E_t1	definition	[definition modified: 782 -> 747 chars]
health_neuro_drift	synNR17T_t1	question	During the past 6 months, motor nerve conduction speed measurement
health_neuro_drift	synNR17T_t1	definition	[definition modified: 99 -> 64 chars]
health_neuro_drift	synNR17I_t1	question	During the past 6 months, speed of electrical impulse propagation along a motor nerve measured during nerve conduction studies
health_neuro_drift	synNR17I_t1	definition	[definition modified: 349 -> 314 chars]
health_neuro_drift	synNR17E_t1	question	During the past 6 months, speed of electrical impulse propagation along a motor nerve segment in meters per second measured during standardized nerve conduction studies as part of the electrodiagnostic evaluation of peripheral neuropathy
health_neuro_drift	synNR17E_t1	definition	[definition modified: 893 -> 858 chars]
health_neuro_drift	synNR18T_t1	question	During the past 6 months, neuropathy-specific pain severity rating
health_neuro_drift	synNR18T_t1	definition	[definition modified: 98 -> 63 chars]
health_neuro_drift	synNR18I_t1	question	During the past 6 months, total score from a validated neuropathic pain assessment questionnaire reflecting the severity of pain symptoms attributable to peripheral nerve damage
health_neuro_drift	synNR18I_t1	definition	[definition modified: 350 -> 315 chars]
health_neuro_drift	synNR18E_t1	question	During the past 6 months, total symptom severity score from a validated neuropathic pain questionnaire quantifying the intensity and character of pain symptoms including burning, shooting, and electric shock sensations attributable to peripheral nerve damage
health_neuro_drift	synNR18E_t1	definition	[definition modified: 885 -> 850 chars]
health_neuro_drift	synNR19T_t1	question	During the past 6 months, quantitative vibration sense measurement
health_neuro_drift	synNR19T_t1	definition	[definition modified: 100 -> 65 chars]
health_neuro_drift	synNR19I_t1	question	During the past 6 months, quantitative threshold of vibration detection at the great toe measured using a biothesiometer or similar device
health_neuro_drift	synNR19I_t1	definition	[definition modified: 390 -> 355 chars]
health_neuro_drift	synNR19E_t1	question	During the past 6 months, quantitative vibration detection threshold at the dorsal surface of the great toe measured using biothesiometer quantitative sensory testing expressed in micrometers of displacement or voltage units
health_neuro_drift	synNR19E_t1	definition	[definition modified: 897 -> 862 chars]
health_neuro_drift	synNR20T_t1	question	During the past 6 months, hbA1c level for diabetic neuropathy screening
health_neuro_drift	synNR20T_t1	definition	[definition modified: 101 -> 66 chars]
health_neuro_drift	synNR20I_t1	question	During the past 6 months, glycated hemoglobin level measured as part of the laboratory evaluation for suspected diabetic peripheral neuropathy
health_neuro_drift	synNR20I_t1	definition	[definition modified: 388 -> 353 chars]
health_neuro_drift	synNR20E_t1	question	During the past 6 months, glycated hemoglobin percentage measured in the comprehensive laboratory panel for peripheral neuropathy etiological evaluation to assess glycemic status as a contributing factor to nerve damage
health_neuro_drift	synNR20E_t1	definition	[definition modified: 899 -> 864 chars]
health_neuro_drift	synNR01T_t2	name	NESS Cerebrovascular Module -
health_neuro_drift	synNR01T_t2	definition	A component of the Neurological Examination Standardized Scale (NESS).
health_neuro_drift	synNR01I_t2	name	NESS Cerebrovascular Module -
health_neuro_drift	synNR01I_t2	definition	A component of the Neurological Examination Standardized Scale (NESS).
health_neuro_drift	synNR01E_t2	name	NESS Cerebrovascular Module -
health_neuro_drift	synNR01E_t2	definition	A component of the Neurological Examination Standardized Scale (NESS).
health_neuro_drift	synNR02T_t2	name	NESS Cerebrovascular Module -
health_neuro_drift	synNR02T_t2	definition	A component of the Neurological Examination Standardized Scale (NESS).
health_neuro_drift	synNR02I_t2	name	NESS Cerebrovascular Module -
health_neuro_drift	synNR02I_t2	definition	A component of the Neurological Examination Standardized Scale (NESS).
health_neuro_drift	synNR02E_t2	name	NESS Cerebrovascular Module -
health_neuro_drift	synNR02E_t2	definition	A component of the Neurological Examination Standardized Scale (NESS).
health_neuro_drift	synNR03T_t2	name	NESS Cerebrovascular Module -
health_neuro_drift	synNR03T_t2	definition	A component of the Neurological Examination Standardized Scale (NESS).
health_neuro_drift	synNR03I_t2	name	NESS Cerebrovascular Module -
health_neuro_drift	synNR03I_t2	definition	A component of the Neurological Examination Standardized Scale (NESS).
health_neuro_drift	synNR03E_t2	name	NESS Cerebrovascular Module -
health_neuro_drift	synNR03E_t2	definition	A component of the Neurological Examination Standardized Scale (NESS).
health_neuro_drift	synNR04T_t2	name	NESS Cerebrovascular Module -
health_neuro_drift	synNR04T_t2	definition	A component of the Neurological Examination Standardized Scale (NESS).
health_neuro_drift	synNR04I_t2	name	NESS Cerebrovascular Module -
health_neuro_drift	synNR04I_t2	definition	A component of the Neurological Examination Standardized Scale (NESS).
health_neuro_drift	synNR04E_t2	name	NESS Cerebrovascular Module -
health_neuro_drift	synNR04E_t2	definition	A component of the Neurological Examination Standardized Scale (NESS).
health_neuro_drift	synNR05T_t2	name	NESS Seizure Module -
health_neuro_drift	synNR05T_t2	definition	A component of the Neurological Examination Standardized Scale (NESS).
health_neuro_drift	synNR05I_t2	name	NESS Seizure Module -
health_neuro_drift	synNR05I_t2	definition	A component of the Neurological Examination Standardized Scale (NESS).
health_neuro_drift	synNR05E_t2	name	NESS Seizure Module -
health_neuro_drift	synNR05E_t2	definition	A component of the Neurological Examination Standardized Scale (NESS).
health_neuro_drift	synNR06T_t2	name	NESS Seizure Module -
health_neuro_drift	synNR06T_t2	definition	A component of the Neurological Examination Standardized Scale (NESS).
health_neuro_drift	synNR06I_t2	name	NESS Seizure Module -
health_neuro_drift	synNR06I_t2	definition	A component of the Neurological Examination Standardized Scale (NESS).
health_neuro_drift	synNR06E_t2	name	NESS Seizure Module -
health_neuro_drift	synNR06E_t2	definition	A component of the Neurological Examination Standardized Scale (NESS).
health_neuro_drift	synNR07T_t2	name	NESS Seizure Module -
health_neuro_drift	synNR07T_t2	definition	A component of the Neurological Examination Standardized Scale (NESS).
health_neuro_drift	synNR07I_t2	name	NESS Seizure Module -
health_neuro_drift	synNR07I_t2	definition	A component of the Neurological Examination Standardized Scale (NESS).
health_neuro_drift	synNR07E_t2	name	NESS Seizure Module -
health_neuro_drift	synNR07E_t2	definition	A component of the Neurological Examination Standardized Scale (NESS).
health_neuro_drift	synNR08T_t2	name	NESS Seizure Module -
health_neuro_drift	synNR08T_t2	definition	A component of the Neurological Examination Standardized Scale (NESS).
health_neuro_drift	synNR08I_t2	name	NESS Seizure Module -
health_neuro_drift	synNR08I_t2	definition	A component of the Neurological Examination Standardized Scale (NESS).
health_neuro_drift	synNR08E_t2	name	NESS Seizure Module -
health_neuro_drift	synNR08E_t2	definition	A component of the Neurological Examination Standardized Scale (NESS).
health_neuro_drift	synNR09T_t2	name	NESS Motor Function Module -
health_neuro_drift	synNR09T_t2	definition	A component of the Neurological Examination Standardized Scale (NESS).
health_neuro_drift	synNR09I_t2	name	NESS Motor Function Module -
health_neuro_drift	synNR09I_t2	definition	A component of the Neurological Examination Standardized Scale (NESS).
health_neuro_drift	synNR09E_t2	name	NESS Motor Function Module -
health_neuro_drift	synNR09E_t2	definition	A component of the Neurological Examination Standardized Scale (NESS).
health_neuro_drift	synNR10T_t2	name	NESS Motor Function Module -
health_neuro_drift	synNR10T_t2	definition	A component of the Neurological Examination Standardized Scale (NESS).
health_neuro_drift	synNR10I_t2	name	NESS Motor Function Module -
health_neuro_drift	synNR10I_t2	definition	A component of the Neurological Examination Standardized Scale (NESS).
health_neuro_drift	synNR10E_t2	name	NESS Motor Function Module -
health_neuro_drift	synNR10E_t2	definition	A component of the Neurological Examination Standardized Scale (NESS).
health_neuro_drift	synNR11T_t2	name	NESS Motor Function Module -
health_neuro_drift	synNR11T_t2	definition	A component of the Neurological Examination Standardized Scale (NESS).
health_neuro_drift	synNR11I_t2	name	NESS Motor Function Module -
health_neuro_drift	synNR11I_t2	definition	A component of the Neurological Examination Standardized Scale (NESS).
health_neuro_drift	synNR11E_t2	name	NESS Motor Function Module -
health_neuro_drift	synNR11E_t2	definition	A component of the Neurological Examination Standardized Scale (NESS).
health_neuro_drift	synNR12T_t2	name	NESS Motor Function Module -
health_neuro_drift	synNR12T_t2	definition	A component of the Neurological Examination Standardized Scale (NESS).
health_neuro_drift	synNR12I_t2	name	NESS Motor Function Module -
health_neuro_drift	synNR12I_t2	definition	A component of the Neurological Examination Standardized Scale (NESS).
